address,addressObj/city,addressObj/country,addressObj/postalcode,addressObj/state,addressObj/street1,addressObj/street2,ancestorLocations/0/abbreviation,ancestorLocations/0/id,ancestorLocations/0/name,ancestorLocations/0/subcategory,ancestorLocations/1/abbreviation,ancestorLocations/1/id,ancestorLocations/1/name,ancestorLocations/1/subcategory,ancestorLocations/2/abbreviation,ancestorLocations/2/id,ancestorLocations/2/name,ancestorLocations/2/subcategory,ancestorLocations/3/abbreviation,ancestorLocations/3/id,ancestorLocations/3/name,ancestorLocations/3/subcategory,booking,booking/provider,booking/url,category,cuisines/0,cuisines/1,cuisines/2,cuisines/3,cuisines/4,cuisines/5,cuisines/6,cuisines/7,description,dietaryRestrictions/0,dietaryRestrictions/1,dietaryRestrictions/2,dietaryRestrictions/3,dishes/0,dishes/1,dishes/2,dishes/3,dishes/4,dishes/5,dishes/6,dishes/7,dishes/8,dishes/9,dishes/10,dishes/11,dishes/12,dishes/13,dishes/14,dishes/15,email,error,establishmentTypes/0,establishmentTypes/1,features/0,features/1,features/2,features/3,features/4,features/5,features/6,features/7,features/8,features/9,features/10,features/11,features/12,features/13,features/14,features/15,features/16,features/17,features/18,features/19,features/20,hours,hours/timezone,hours/weekRanges/0/0/close,hours/weekRanges/0/0/closeHours,hours/weekRanges/0/0/open,hours/weekRanges/0/0/openHours,hours/weekRanges/0/1/close,hours/weekRanges/0/1/closeHours,hours/weekRanges/0/1/open,hours/weekRanges/0/1/openHours,hours/weekRanges/1/0/close,hours/weekRanges/1/0/closeHours,hours/weekRanges/1/0/open,hours/weekRanges/1/0/openHours,hours/weekRanges/1/1/close,hours/weekRanges/1/1/closeHours,hours/weekRanges/1/1/open,hours/weekRanges/1/1/openHours,hours/weekRanges/2/0/close,hours/weekRanges/2/0/closeHours,hours/weekRanges/2/0/open,hours/weekRanges/2/0/openHours,hours/weekRanges/2/1/close,hours/weekRanges/2/1/closeHours,hours/weekRanges/2/1/open,hours/weekRanges/2/1/openHours,hours/weekRanges/3/0/close,hours/weekRanges/3/0/closeHours,hours/weekRanges/3/0/open,hours/weekRanges/3/0/openHours,hours/weekRanges/3/1/close,hours/weekRanges/3/1/closeHours,hours/weekRanges/3/1/open,hours/weekRanges/3/1/openHours,hours/weekRanges/4/0/close,hours/weekRanges/4/0/closeHours,hours/weekRanges/4/0/open,hours/weekRanges/4/0/openHours,hours/weekRanges/4/1/close,hours/weekRanges/4/1/closeHours,hours/weekRanges/4/1/open,hours/weekRanges/4/1/openHours,hours/weekRanges/5/0/close,hours/weekRanges/5/0/closeHours,hours/weekRanges/5/0/open,hours/weekRanges/5/0/openHours,hours/weekRanges/5/1/close,hours/weekRanges/5/1/closeHours,hours/weekRanges/5/1/open,hours/weekRanges/5/1/openHours,hours/weekRanges/6/0/close,hours/weekRanges/6/0/closeHours,hours/weekRanges/6/0/open,hours/weekRanges/6/0/openHours,hours/weekRanges/6/1/close,hours/weekRanges/6/1/closeHours,hours/weekRanges/6/1/open,hours/weekRanges/6/1/openHours,id,image,input,isClosed,isLongClosed,isNearbyResult,latitude,localAddress,localLangCode,localName,locationString,longitude,mealTypes/0,mealTypes/1,mealTypes/2,mealTypes/3,mealTypes/4,mealTypes/5,menuWebUrl,name,numberOfReviews,offerGroup,offerGroup/lowestPrice,offerGroup/offerList/0/description,offerGroup/offerList/0/imageUrl,offerGroup/offerList/0/offerType,offerGroup/offerList/0/partner,offerGroup/offerList/0/price,offerGroup/offerList/0/primaryCategory,offerGroup/offerList/0/productCode,offerGroup/offerList/0/roundedUpPrice,offerGroup/offerList/0/title,offerGroup/offerList/0/url,offerGroup/offerList/1/description,offerGroup/offerList/1/imageUrl,offerGroup/offerList/1/offerType,offerGroup/offerList/1/partner,offerGroup/offerList/1/price,offerGroup/offerList/1/primaryCategory,offerGroup/offerList/1/productCode,offerGroup/offerList/1/roundedUpPrice,offerGroup/offerList/1/title,offerGroup/offerList/1/url,offerGroup/offerList/2/description,offerGroup/offerList/2/imageUrl,offerGroup/offerList/2/offerType,offerGroup/offerList/2/partner,offerGroup/offerList/2/price,offerGroup/offerList/2/primaryCategory,offerGroup/offerList/2/productCode,offerGroup/offerList/2/roundedUpPrice,offerGroup/offerList/2/title,offerGroup/offerList/2/url,offerGroup/offerList/3/description,offerGroup/offerList/3/imageUrl,offerGroup/offerList/3/offerType,offerGroup/offerList/3/partner,offerGroup/offerList/3/price,offerGroup/offerList/3/primaryCategory,offerGroup/offerList/3/productCode,offerGroup/offerList/3/roundedUpPrice,offerGroup/offerList/3/title,offerGroup/offerList/3/url,offerGroup/offerList/4/description,offerGroup/offerList/4/imageUrl,offerGroup/offerList/4/offerType,offerGroup/offerList/4/partner,offerGroup/offerList/4/price,offerGroup/offerList/4/primaryCategory,offerGroup/offerList/4/productCode,offerGroup/offerList/4/roundedUpPrice,offerGroup/offerList/4/title,offerGroup/offerList/4/url,offset,openNowText,ownersTopReasons,phone,photoCount,photos/0,photos/1,photos/2,photos/3,photos/4,photos/5,photos/6,photos/7,photos/8,photos/9,priceLevel,priceRange,rankingDenominator,rankingPosition,rankingString,rating,ratingHistogram/count1,ratingHistogram/count2,ratingHistogram/count3,ratingHistogram/count4,ratingHistogram/count5,rawRanking,reviewTags/0/reviews,reviewTags/0/text,reviewTags/1/reviews,reviewTags/1/text,reviewTags/2/reviews,reviewTags/2/text,reviewTags/3/reviews,reviewTags/3/text,reviewTags/4/reviews,reviewTags/4/text,reviewTags/5/reviews,reviewTags/5/text,reviewTags/6/reviews,reviewTags/6/text,reviewTags/7/reviews,reviewTags/7/text,reviewTags/8/reviews,reviewTags/8/text,reviewTags/9/reviews,reviewTags/9/text,reviewTags/10/reviews,reviewTags/10/text,reviewTags/11/reviews,reviewTags/11/text,reviewTags/12/reviews,reviewTags/12/text,reviewTags/13/reviews,reviewTags/13/text,reviewTags/14/reviews,reviewTags/14/text,reviewTags/15/reviews,reviewTags/15/text,reviewTags/16/reviews,reviewTags/16/text,reviewTags/17/reviews,reviewTags/17/text,reviewTags/18/reviews,reviewTags/18/text,reviewTags/19/reviews,reviewTags/19/text,reviewTags/20/reviews,reviewTags/20/text,reviewTags/21/reviews,reviewTags/21/text,reviewTags/22/reviews,reviewTags/22/text,reviewTags/23/reviews,reviewTags/23/text,reviewTags/24/reviews,reviewTags/24/text,reviewTags/25/reviews,reviewTags/25/text,reviewTags/26/reviews,reviewTags/26/text,reviewTags/27/reviews,reviewTags/27/text,reviewTags/28/reviews,reviewTags/28/text,reviewTags/29/reviews,reviewTags/29/text,subcategories/0,subcategories/1,subcategories/2,subcategories/3,subtype/0,subtype/1,subtype/2,subtype/3,subtype/4,subtype/5,subtype/6,travelerChoiceAward,type,webUrl,website
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No location listings found on the web listing page. Check whether the location has any listings.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ipoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"59 & 61 Laluan Ipoh Permai 8 Ipoh Garden East, Ipoh 31400 Malaysia",Ipoh,Malaysia,31400,Perak,59 & 61 Laluan Ipoh Permai 8,Ipoh Garden East,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Chinese,Asian,,,,,,,,,,,,Noodle,,,,,,,,,,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7785718,https://media-cdn.tripadvisor.com/media/photo-o/11/d6/f0/5f/img-20180122-161138-largejpg.jpg,,FALSE,FALSE,FALSE,4.61969,"59 & 61 Laluan Ipoh Permai 8, Ipoh Garden East, 31400",en-MY,KedaiKedai Makanan & Minuman Taman Timur,"Ipoh, Kinta District, Perak",101.13174,Lunch,,,,,,,KedaiKedai Makanan & Minuman Taman Timur,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,472,141,#141 of 472 Restaurants in Ipoh,4.5,0,0,0,3,3,3.093039513,2,mie goreng,4,stalls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Café,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d7785718-Reviews-KedaiKedai_Makanan_Minuman_Taman_Timur-Ipoh_Kinta_District_Perak.html,
"Jalan Bandar Baru, Kuala Kangsar 33000 Malaysia",Kuala Kangsar,Malaysia,33000,Perak,Jalan Bandar Baru,,,1021525,Kuala Kangsar,City,,2310891,Kuala Kangsar District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,Asia/Kuala_Lumpur,1440,0:00,600,10:00,,,,,1440,0:00,600,10:00,,,,,1440,0:00,600,10:00,,,,,1440,0:00,600,10:00,,,,,1440,0:00,600,10:00,,,,,1440,0:00,600,10:00,,,,,1440,0:00,600,10:00,,,,,4843089,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/43/e4/67/gate-cafe.jpg,,FALSE,FALSE,TRUE,4.63329,"Jalan Bandar Baru, 33000",en-MY,Gate Cafe,"Kuala Kangsar, Kuala Kangsar District, Perak",101.08738,Lunch,Dinner,,,,,,Gate Cafe,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Now,,,6,,,,,,,,,,,,,21,3,#3 of 21 Restaurants in Kuala Kangsar,4,0,0,1,3,2,3.073504925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g1021525-d4843089-Reviews-Gate_Cafe-Kuala_Kangsar_Kuala_Kangsar_District_Perak.html,
"5A, Lebuh 1, Green Town Business Centre, Green Town, Ipoh 30450 Malaysia",Ipoh,Malaysia,30450,Perak,"5A, Lebuh 1, Green Town Business Centre, Green Town",,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,Asia/Kuala_Lumpur,1439,23:59,0,0:00,,,,,1439,23:59,0,0:00,,,,,1439,23:59,0,0:00,,,,,1439,23:59,0,0:00,,,,,1439,23:59,0,0:00,,,,,1439,23:59,0,0:00,,,,,1439,23:59,0,0:00,,,,,13001594,https://media-cdn.tripadvisor.com/media/photo-m/1280/27/fa/da/44/caption.jpg,,FALSE,FALSE,FALSE,4.600216,"5A, Lebuh 1, Green Town Business Centre, Green Town, 30450",en-MY,Restoran Nasi Vanggey,"Ipoh, Kinta District, Perak",101.09651,Breakfast,Lunch,Dinner,,,,,Restoran Nasi Vanggey,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Now,,+60 5-254 6786,3,,,,,,,,,,,,,472,174,#174 of 472 Restaurants in Ipoh,3.5,0,0,3,3,1,3.074512959,2,hype,2,plate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d13001594-Reviews-Restoran_Nasi_Vanggey-Ipoh_Kinta_District_Perak.html,https://www.facebook.com/nasivanggey/
"No. 2-15, Jalan Kamaruddin Isa Taman Fair Park, Ipoh 31400 Malaysia",Ipoh,Malaysia,31400,Perak,"No. 2-15, Jalan Kamaruddin Isa",Taman Fair Park,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Chinese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,classicdiningsb@gmail.com,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,Asia/Kuala_Lumpur,1320,22:00,720,12:00,,,,,1320,22:00,720,12:00,,,,,1320,22:00,720,12:00,,,,,1320,22:00,720,12:00,,,,,1320,22:00,720,12:00,,,,,1320,22:00,720,12:00,,,,,1320,22:00,720,12:00,,,,,13985468,https://media-cdn.tripadvisor.com/media/photo-o/12/9f/99/d3/shop-front.jpg,,FALSE,FALSE,FALSE,4.60684,"No. 2-15, Jalan Kamaruddin Isa, Taman Fair Park, 31400",en-MY,Classic Dinning,"Ipoh, Kinta District, Perak",101.09447,Lunch,Dinner,,,,,,Classic Dinning,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Open Now,,+60 18-273 0188,15,,,,,,,,,,,,,472,172,#172 of 472 Restaurants in Ipoh,4,0,0,1,3,2,3.074625731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d13985468-Reviews-Classic_Dinning-Ipoh_Kinta_District_Perak.html,http://www.facebook.com/Classic-Dining-%E7%8E%B2%E7%8F%91%E8%BD%A9-1824652064454975/
"36 & 38 Medan Ipoh 1E, Ipoh Malaysia",Ipoh,Malaysia,,Perak,36 & 38 Medan Ipoh 1E,,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13352160,https://media-cdn.tripadvisor.com/media/photo-o/16/27/4f/7d/20190119-191057-largejpg.jpg,,FALSE,FALSE,FALSE,4.62006,36 & 38 Medan Ipoh 1E,en-MY,Akamomiji,"Ipoh, Kinta District, Perak",101.11704,,,,,,,,Akamomiji,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,472,173,#173 of 472 Restaurants in Ipoh,5,0,0,0,1,3,3.074596643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d13352160-Reviews-Akamomiji-Ipoh_Kinta_District_Perak.html,http://www.facebook.com/pages/Akamomiji-Japanese-Restaurant/129978793735128
"161 Jalan Sultan Abdul Jalil Greentown, Ipoh 31400 Malaysia",Ipoh,Malaysia,31400,Perak,161 Jalan Sultan Abdul Jalil,Greentown,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Chinese,Japanese,Steakhouse,Asian,Thai,,,,"Cafe, Restaurant & Event. Open daily from 11:30 am to 10:30 pm. Offer variety of menu : Western Food, Japanese Food, Thai Food, Malay Food, Nasi Lemak, Chinese Food, Dim Sum, Pau, Cake, Desserts and many more. (1) We do have a number of rooms for private dinning (2) A spacious garden that suitable for variety of events (3) A multi purpose conference room Visit us to discover a new dining experience in Greentown Ipoh, Perak, Malaysia.",,,,,,,,,,,,,,,,,,,,,starmansion2u@gmail.com,,Restaurants,,Delivery,Takeout,Reservations,Outdoor Seating,Private Dining,Seating,Parking Available,Street Parking,Free off-street parking,Digital Payments,Free Wifi,Accepts Credit Cards,,,,,,,,,,,Asia/Kuala_Lumpur,900,15:00,660,11:00,1290,21:30,1050,17:30,900,15:00,660,11:00,1290,21:30,1050,17:30,900,15:00,660,11:00,1290,21:30,1050,17:30,900,15:00,660,11:00,1290,21:30,1050,17:30,900,15:00,660,11:00,1290,21:30,1050,17:30,900,15:00,660,11:00,1290,21:30,1050,17:30,900,15:00,660,11:00,1290,21:30,1050,17:30,13996720,https://media-cdn.tripadvisor.com/media/photo-o/12/a0/b3/ce/getlstd-property-photo.jpg,,FALSE,FALSE,FALSE,4.599129,"161 Jalan Sultan Abdul Jalil, Greentown, 31400",en-MY,Star Mansion,"Ipoh, Kinta District, Perak",101.100464,Lunch,Dinner,Brunch,Drinks,,,,Star Mansion,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed Now,,+60 18-358 1168,59,,,,,,,,,,,$$ - $$$,$0.00 - $43.00,532,205,#205 of 793 places to eat in Ipoh,4,1,0,0,2,3,3.075104237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sit down,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d13996720-Reviews-Star_Mansion-Ipoh_Kinta_District_Perak.html,https://www.facebook.com/starmansion2u/
"56, Jalan Horley, Kampung Jawa, Ipoh 30300 Malaysia",Ipoh,Malaysia,30300,Perak,"56, Jalan Horley, Kampung Jawa",,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Chinese,Seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,Free Wifi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26106938,https://media-cdn.tripadvisor.com/media/photo-w/29/5e/5f/7c/caption.jpg,,FALSE,FALSE,FALSE,4.59725,"56, Jalan Horley, Kampung Jawa, 30300",en-MY,Seafood Recipe Restaurant,"Ipoh, Kinta District, Perak",101.12015,Lunch,Dinner,,,,,,Seafood Recipe Restaurant,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,472,170,#170 of 472 Restaurants in Ipoh,5,0,0,0,0,2,3.075260639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d26106938-Reviews-Seafood_Recipe_Restaurant-Ipoh_Kinta_District_Perak.html,
"15 Jalan Pengkalan barat 35, Ipoh 31650 Malaysia",Ipoh,Malaysia,31650,Perak,15 Jalan Pengkalan barat 35,,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Bar,Cafe,European,Asian,Pub,Malaysian,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,Asia/Kuala_Lumpur,870,14:30,690,11:30,1290,21:30,1080,18:00,870,14:30,690,11:30,1290,21:30,1080,18:00,870,14:30,690,11:30,1290,21:30,1080,18:00,870,14:30,690,11:30,1290,21:30,1080,18:00,870,14:30,690,11:30,1290,21:30,1080,18:00,870,14:30,690,11:30,1290,21:30,1080,18:00,870,14:30,690,11:30,1290,21:30,1080,18:00,12690702,https://media-cdn.tripadvisor.com/media/photo-o/10/10/38/b7/img-20170722-205356-largejpg.jpg,,FALSE,FALSE,FALSE,4.54745,"15 Jalan Pengkalan barat 35, 31650",en-MY,Myth Expresso Bar,"Ipoh, Kinta District, Perak",101.07171,Lunch,Dinner,,,,,,Myth Expresso Bar,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Closed Now,,+60 5-321 4750,4,,,,,,,,,,,,,472,182,#182 of 472 Restaurants in Ipoh,5,0,0,0,1,3,3.068353415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d12690702-Reviews-Myth_Expresso_Bar-Ipoh_Kinta_District_Perak.html,https://www.facebook.com/mythespressobar/
"No 2 Jalan Centrepoint 2 Pinji Centrepoint, Ipoh 31650 Malaysia",Ipoh,Malaysia,31650,Perak,No 2 Jalan Centrepoint 2,Pinji Centrepoint,,298298,Ipoh,City,,2301880,Kinta District,District,,298297,Perak,State,,293951,Malaysia,Country,,,,restaurant,Chinese,,,,,,,,,,,,,Duck,,,,,,,,,,,,,,,,,,Restaurants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8852625,https://media-cdn.tripadvisor.com/media/photo-m/1280/1a/cb/e0/f8/img-20200204-084724251.jpg,,FALSE,FALSE,FALSE,4.5715,"No 2 Jalan Centrepoint 2, Pinji Centrepoint, 31650",en-MY,Restoran Sun Heng Kee,"Ipoh, Kinta District, Perak",101.081,,,,,,,,Restoran Sun Heng Kee,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+60 19-559 7536,2,,,,,,,,,,,,,472,181,#181 of 472 Restaurants in Ipoh,4,0,0,1,3,1,3.068402767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g298298-d8852625-Reviews-Restoran_Sun_Heng_Kee-Ipoh_Kinta_District_Perak.html,
